Protein IDs,Protein names,Gene,Intensity
Q9CY58;Q9CY58-3;Q9CY58-2;Q9CY58-4,Plasminogen activator inhibitor 1 RNA-binding protein,Serbp1,1058300000
Q9CY62;Q9CY62-2,E3 ubiquitin-protein ligase RNF181,Rnf181,28819000
Q9CY64,Biliverdin reductase A,Blvra,382230000
Q9CY66-3;Q9CY66-2;Q9CY66,H/ACA ribonucleoprotein complex subunit 1,Gar1,56113000
Q9CY73;Q9CY73-2,"39S ribosomal protein L44, mitochondrial",Mrpl44,47455000
Q9CY97-2;Q9CY97,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,Ssu72,10603000
Q9CYA0,Cysteine-rich with EGF-like domain protein 2,Creld2,70798000
Q9CYG7-2;Q9CYG7,Mitochondrial import receptor subunit TOM34,Tomm34,60860000
Q9CYH2,Redox-regulatory protein FAM213A,Fam213a,270770000
Q9CYI0,Protein Njmu-R1,,14505000
Q9CYI4-2;Q9CYI4,Putative RNA-binding protein Luc7-like 1,Luc7l,15995000
Q9CYK1,"Tryptophan--tRNA ligase, mitochondrial",Wars2,9775700
Q9CYN2,Signal peptidase complex subunit 2,Spcs2,187870000
Q9CYR0,"Single-stranded DNA-binding protein, mitochondrial",Ssbp1,197250000
Q9CYR6,Phosphoacetylglucosamine mutase,Pgm3,167610000
Q9CYS6;Q9CYS6-2,Uncharacterized protein C2orf72 homolog,,24072000
Q9CYV5,Transmembrane protein 135,Tmem135,81480000
Q9CYW4,Haloacid dehalogenase-like hydrolase domain-containing protein 3,Hdhd3,1112100000
Q9CYX7,RRP15-like protein,Rrp15,3127100
Q9CYZ2,Tumor protein D54,Tpd52l2,503830000
Q9CYZ6,Uncharacterized protein C19orf60 homolog,,9504000
Q9CZ04;Q9CZ04-2,COP9 signalosome complex subunit 7a,Cops7a,252330000
Q9CZ13,"Cytochrome b-c1 complex subunit 1, mitochondrial",Uqcrc1,14593000000
Q9CZ28,Vacuolar-sorting protein SNF8,Snf8,124620000
Q9CZ30;Q9CZ30-2,Obg-like ATPase 1,Ola1,1081200000
Q9CZ42-3;Q9CZ42;Q9CZ42-2,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,Carkd,747900000
Q9CZ44;Q9CZ44-3;Q9CZ44-2,NSFL1 cofactor p47,Nsfl1c,452690000
Q9CZA6-4;Q9ERR1-2;Q9CZA6-3;Q9CZA6-2;Q9CZA6;Q9ERR1,Nuclear distribution protein nudE homolog 1;Nuclear distribution protein nudE-like 1,Nde1;Ndel1,7482100
Q9CZB0,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Sdhc,244530000
Q9CZD3,Glycine--tRNA ligase,Gars,548440000
Q9CZD5,"Translation initiation factor IF-3, mitochondrial",Mtif3,17372000
Q9CZE3,Ras-related protein Rab-32,Rab32,26483000
Q9CZG3,COMM domain-containing protein 8,Commd8,20674000
Q9CZG9,PDZ domain-containing protein 11,Pdzd11,25285000
Q9CZH3,Proteasome assembly chaperone 3,Psmg3,9092100
Q9CZL5,Pterin-4-alpha-carbinolamine dehydratase 2,Pcbd2,643010000
Q9CZM2,60S ribosomal protein L15,Rpl15,1438000000
Q9CZN8,"Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial",Qrsl1,28470000
Q9CZP5,Mitochondrial chaperone BCS1,Bcs1l,50281000
Q9CZR2,N-acetylated-alpha-linked acidic dipeptidase 2,Naalad2,12258000
Q9CZR8,"Elongation factor Ts, mitochondrial",Tsfm,153200000
Q9CZS1;Q9JHW9,"Aldehyde dehydrogenase X, mitochondrial",Aldh1b1,6712300000
Q9CZT4-2;Q9CZT4,DNA-directed RNA polymerase III subunit RPC5,Polr3e,8830000
Q9CZU3,Superkiller viralicidic activity 2-like 2,Skiv2l2,30175000
Q9CZU6,"Citrate synthase, mitochondrial",Cs,8850100000
Q9CZW4,Long-chain-fatty-acid--CoA ligase 3,Acsl3,4407900
Q9CZW5,Mitochondrial import receptor subunit TOM70,Tomm70a,836080000
Q9CZX0;Q9CZX0-2,Elongator complex protein 3,Elp3,18957000
Q9CZX8,40S ribosomal protein S19,Rps19,3864700000
Q9CZX9,ER membrane protein complex subunit 4,Emc4,24614000
Q9D020-1;Q9D020,Cytosolic 5-nucleotidase 3A,Nt5c3a,111970000
Q9D023,Mitochondrial pyruvate carrier 2,Mpc2,819790000
Q9D024-2;Q9D024;Q9D024-3,Coiled-coil domain-containing protein 47,Ccdc47,207550000
Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",Pdhb,3384800000
Q9D071-2;Q9D071-3;Q9D071,MMS19 nucleotide excision repair protein homolog,Mms19,20146000
Q9D0A3,Arpin,Arpin,23976000
Q9D0B0,Serine/arginine-rich splicing factor 9,Srsf9,15581000
Q9D0B5,Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3,Tstd3,15981000
Q9D0B6;Q9D0B6-2,Protein PBDC1,Pbdc1,15669000
Q9D0D3,"Poly(A) RNA polymerase, mitochondrial",Mtpap,11492000
Q9D0D5,General transcription factor IIE subunit 1,Gtf2e1,1187200
Q9D0E1-2;Q9D0E1,Heterogeneous nuclear ribonucleoprotein M,Hnrnpm,1990900000
Q9D0F3,Protein ERGIC-53,Lman1,1044200000
Q9D0F9,Phosphoglucomutase-1,Pgm1,17853000000
Q9D0G0,"28S ribosomal protein S30, mitochondrial",Mrps30,41073000
Q9D0I4,Syntaxin-17,Stx17,31804000
Q9D0I9,"Arginine--tRNA ligase, cytoplasmic",Rars,590800000
Q9D0J4,ADP-ribosylation factor-like protein 2,Arl2,12882000
Q9D0J8,Parathymosin,Ptms,5857400000
Q9D0K1,Peroxisomal membrane protein PEX13,Pex13,1493800
Q9D0K2,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Oxct1,47242000
Q9D0L7-2;Q9D0L7,Armadillo repeat-containing protein 10,Armc10,23636000
Q9D0L8-2;Q9D0L8,mRNA cap guanine-N7 methyltransferase,Rnmt,9544000
Q9D0M0,Exosome complex exonuclease RRP42,Exosc7,16206000
Q9D0M1,Phosphoribosyl pyrophosphate synthase-associated protein 1,Prpsap1,1056000000
Q9D0M3-2;Q9D0M3,"Cytochrome c1, heme protein, mitochondrial",Cyc1,2670700000
Q9D0M5,"Dynein light chain 2, cytoplasmic",Dynll2,467030000
Q9D0Q7,"39S ribosomal protein L45, mitochondrial",Mrpl45,63530000
Q9D0R2,"Threonine--tRNA ligase, cytoplasmic",Tars,2857200000
Q9D0R8,Protein LSM12 homolog,Lsm12,27232000
Q9D0S9,"Histidine triad nucleotide-binding protein 2, mitochondrial",Hint2,2202600000
Q9D0T1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",Nhp2l1,262080000
Q9D0W5,Peptidyl-prolyl cis-trans isomerase-like 1,Ppil1,134830000
Q9D0Y8,"39S ribosomal protein L52, mitochondrial",Mrpl52,17229000
Q9D110,5-formyltetrahydrofolate cyclo-ligase,Mthfs,287210000
Q9D115,Zinc finger protein 706,Znf706,17258000
Q9D125,"28S ribosomal protein S25, mitochondrial",Mrps25,3174200
Q9D142,Uridine diphosphate glucose pyrophosphatase,Nudt14,32135000
Q9D154;Q8VHP7;Q5SV42;Q9JK88,Leukocyte elastase inhibitor A,Serpinb1a,1696300000
Q9D168,Integrator complex subunit 12,Ints12,1830600
Q9D172,"ES1 protein homolog, mitochondrial",D10Jhu81e,6503800000
Q9D173,Mitochondrial import receptor subunit TOM7 homolog,Tomm7,19801000
Q9D187,Mitotic spindle-associated MMXD complex subunit MIP18,Fam96b,19380000
Q9D1A2,Cytosolic non-specific dipeptidase,Cndp2,2936900000
Q9D1B9,"39S ribosomal protein L28, mitochondrial",Mrpl28,23325000
Q9D1C8,Vacuolar protein sorting-associated protein 28 homolog,Vps28,30068000
Q9D1D4;Q9D1D4-2,Transmembrane emp24 domain-containing protein 10,Tmed10,628770000
Q9D1E6,Tubulin-folding cofactor B,Tbcb,44311000
Q9D1F4,Proline-rich AKT1 substrate 1,Akt1s1,65302000
Q9D1G1,Ras-related protein Rab-1B,Rab1b,473920000
Q9D1G2;Q9D1G2-2;Q9D1G2-3,Phosphomevalonate kinase,Pmvk,79594000
Q9D1G5,Leucine-rich repeat-containing protein 57,Lrrc57,59771000
Q9D1H6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,Ndufaf4,5819400
Q9D1H7-2;Q9D1H7,Golgi to ER traffic protein 4 homolog,Get4,8338700
Q9D1H8,"39S ribosomal protein L53, mitochondrial",Mrpl53,66080000
Q9D1H9;Q9D1H9-2,Microfibril-associated glycoprotein 4,Mfap4,94667000
Q9D1I5,"Methylmalonyl-CoA epimerase, mitochondrial",Mcee,285200000
Q9D1I6,"39S ribosomal protein L14, mitochondrial",Mrpl14,13286000
Q9D1J1,Adaptin ear-binding coat-associated protein 2,Necap2,13355000
Q9D1J3,SAP domain-containing ribonucleoprotein,Sarnp,339590000
Q9D1K2,V-type proton ATPase subunit F,Atp6v1f,26449000
Q9D1L0,Coiled-coil-helix-coiled-coil-helix domain-containing protein 2,Chchd2,462760000
Q9D1L9,Ragulator complex protein LAMTOR5,Lamtor5,14128000
Q9D1M0,Protein SEC13 homolog,Sec13,457430000
Q9D1M4,Eukaryotic translation elongation factor 1 epsilon-1,Eef1e1,179360000
Q9D1N9;Q9D1N9-2,"39S ribosomal protein L21, mitochondrial",Mrpl21,125940000
Q9D1P0,"39S ribosomal protein L13, mitochondrial",Mrpl13,97348000
Q9D1P4,Cysteine and histidine-rich domain-containing protein 1,Chordc1,156480000
Q9D1Q6,Endoplasmic reticulum resident protein 44,Erp44,1021700000
Q9D1R1,"Complex I assembly factor TMEM126B, mitochondrial",Tmem126b,3739100
Q9D1R9,60S ribosomal protein L34,Rpl34,814320000
Q9D1X0,Nucleolar protein 3,Nol3,3120900
Q9D273;Q9D273-2,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial",Mmab,213890000
Q9D281,Protein Noxp20,Fam114a1,16427000
Q9D287,Pre-mRNA-splicing factor SPF27,Bcas2,49955000
Q9D2C2;Q9D2C2-2,Protein SAAL1,Saal1,2104000
Q9D2G2;Q9D2G2-2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",Dlst,5034200000
Q9D2M8;Q9D2M8-2,Ubiquitin-conjugating enzyme E2 variant 2,Ube2v2,631630000
Q9D2N9,Vacuolar protein sorting-associated protein 33A,Vps33a,44530000
Q9D2Q2,Probable tRNA (uracil-O(2)-)-methyltransferase,Trmt44,639250000
Q9D2R0,Acetoacetyl-CoA synthetase,Aacs,931420000
Q9D2R6,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",Coa3,26895000
Q9D2U5,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",Naa38,3784000
Q9D2V7,Coronin-7,Coro7,465270000
Q9D2Z4,Sentrin-specific protease 8,Senp8,1315400
Q9D328,Transmembrane protein 35,Tmem35,4303900
Q9D338,"39S ribosomal protein L19, mitochondrial",Mrpl19,83103000
Q9D358;Q9D358-2,Low molecular weight phosphotyrosine protein phosphatase,Acp1,694110000
Q9D379,Epoxide hydrolase 1,Ephx1,1366800000
Q9D394-2;Q9D394;Q9D394-3;Q9D394-4,Protein RUFY3,Rufy3,79723000
Q9D3B1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2,Hacd2,373000000
Q9D3D9,"ATP synthase subunit delta, mitochondrial",Atp5d,3009100000
Q9D3E6,Cohesin subunit SA-1,Stag1,2082200
Q9D3U0,Putative tRNA pseudouridine synthase Pus10,Pus10,3704400
Q9D3W4,GPN-loop GTPase 3,Gpn3,1733700
Q9D404,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",Oxsm,427990000
Q9D4H1,Exocyst complex component 2,Exoc2,10022000
Q9D4H2,GRIP and coiled-coil domain-containing protein 1,Gcc1,5656200
Q9D4H8;Q9D4H8-2,Cullin-2,Cul2,82541000
Q9D4V7-2;Q9D4V7,Rab-like protein 3,Rabl3,10333000
Q9D517,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma,Agpat3,132380000
Q9D554,Splicing factor 3A subunit 3,Sf3a3,169040000
Q9D5J6,Sedoheptulokinase,Shpk,1754400000
Q9D5T0,ATPase family AAA domain-containing protein 1,Atad1,193170000
Q9D5V5,Cullin-5,Cul5,82367000
Q9D5V6,Synapse-associated protein 1,Syap1,167030000
Q9D662,Protein transport protein Sec23B,Sec23b,274190000
Q9D665,Short-chain dehydrogenase/reductase family 42E member 1,Sdr42e1,8986900
Q9D6J5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",Ndufb8,142310000
Q9D6J6;Q9D6J6-2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Ndufv2,1469700000
Q9D6K5;Q9D6K5-2;Q9D6K5-4;Q9D6K5-3,Synaptojanin-2-binding protein,Synj2bp,95754000
Q9D6K8,FUN14 domain-containing protein 2,Fundc2,3637800
Q9D6M3;Q9DB41-2;Q9DB41,Mitochondrial glutamate carrier 1,Slc25a22,1562300000
Q9D6R2;Q9D6R2-2,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",Idh3a,3098900000
Q9D6S7,"Ribosome-recycling factor, mitochondrial",Mrrf,80384000
Q9D6T0-2;Q9D6T0,Nitric oxide synthase-interacting protein,Nosip,6305300
Q9D6U8,Protein FAM162A,Fam162a,19030000
Q9D6V8,Polyadenylate-binding protein-interacting protein 2,Paip2,3029600
Q9D6Y7-2;Q9D6Y7;Q9D6Y7-4;Q9D6Y7-3,Mitochondrial peptide methionine sulfoxide reductase,Msra,4557600000
Q9D6Y9,"1,4-alpha-glucan-branching enzyme",Gbe1,7639700000
Q9D6Z1,Nucleolar protein 56,Nop56,155260000
Q9D706,RNA polymerase II-associated protein 3,Rpap3,7938700
Q9D710,Thioredoxin-related transmembrane protein 2,Tmx2,3145500
Q9D711,Pirin,Pir,177370000
Q9D727,Uncharacterized protein C6orf226 homolog,,34448000
Q9D735,Uncharacterized protein C19orf43 homolog,,12098000
Q9D753,Exosome complex component RRP43,Exosc8,40515000
Q9D773,"39S ribosomal protein L2, mitochondrial",Mrpl2,62574000
Q9D787,Peptidyl-prolyl cis-trans isomerase-like 2,Ppil2,8270700
Q9D7A6,Signal recognition particle 19 kDa protein,Srp19,11949000
Q9D7A8,Armadillo repeat-containing protein 1,Armc1,144930000
Q9D7B1,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,Dus2,499090
Q9D7B6,"Isobutyryl-CoA dehydrogenase, mitochondrial",Acad8,1851100000
Q9D7G0,Ribose-phosphate pyrophosphokinase 1,Prps1,1936900000
Q9D7H3,RNA 3-terminal phosphate cyclase,RtcA,0
Q9D7I5-2;Q9D7I5,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Lhpp,1095800000
Q9D7J4,Cytochrome c oxidase protein 20 homolog,Cox20,292870000
Q9D7J9,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Echdc3,2629300000
Q9D7M1,Glucose-induced degradation protein 8 homolog,Gid8,42382000
Q9D7M8,DNA-directed RNA polymerase II subunit RPB4,Polr2d,4855700
Q9D7N3,"28S ribosomal protein S9, mitochondrial",Mrps9,138190000
Q9D7N9,Adipocyte plasma membrane-associated protein,Apmap,155910000
Q9D7P6,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial",Iscu,374220000
Q9D7S7-2;Q9D7S7,60S ribosomal protein L22-like 1,Rpl22l1,64234000
Q9D7S9,Charged multivesicular body protein 5,Chmp5,137990000
Q9D7V9,N-acylethanolamine-hydrolyzing acid amidase;N-acylethanolamine-hydrolyzing acid amidase subunit alpha;N-acylethanolamine-hydrolyzing acid amidase subunit beta,Naaa,3291200
Q9D7X3,Dual specificity protein phosphatase 3,Dusp3,187390000
Q9D7X8,Gamma-glutamylcyclotransferase,Ggct,128290000
Q9D7Z3,Nucleolar protein 7,Nol7,2559800
Q9D819,Inorganic pyrophosphatase,Ppa1,8825000000
Q9D820-2;Q9D820,Prolyl-tRNA synthetase associated domain-containing protein 1,Prorsd1,77867000
Q9D823,60S ribosomal protein L37,Rpl37,631210000
Q9D824-4;Q9D824-3;Q9D824-2;Q9D824,Pre-mRNA 3-end-processing factor FIP1,Fip1l1,54622000
Q9D826,Peroxisomal sarcosine oxidase,Pipox,4801100000
Q9D832,DnaJ homolog subfamily B member 4,Dnajb4,95054000
Q9D855,Cytochrome b-c1 complex subunit 7,Uqcrb,4047200000
Q9D868-2;Q9D868,Peptidyl-prolyl cis-trans isomerase H,Ppih,23687000
Q9D880,Mitochondrial import inner membrane translocase subunit TIM50,Timm50,192170000
Q9D883;Q8BGJ9-4;Q8BGJ9-2;Q8BGJ9;Q8BGJ9-3,Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit,U2af1;U2af1l4,489080000
Q9D892,Inosine triphosphate pyrophosphatase,Itpa,219800000
Q9D898,Actin-related protein 2/3 complex subunit 5-like protein,Arpc5l,144290000
Q9D8B3;Q9D7F7,Charged multivesicular body protein 4b,Chmp4b,203530000
Q9D8B4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Ndufa11,201130000
Q9D8C4,Interferon-induced 35 kDa protein homolog,Ifi35,203690000
Q9D8E6,60S ribosomal protein L4,Rpl4,4837500000
Q9D8L5,Coiled-coil domain-containing protein 91,Ccdc91,3263200
Q9D8N0,Elongation factor 1-gamma,Eef1g,6139500000
Q9D8N2,Protein FAM45A,Fam45a,10544000
Q9D8P4,"39S ribosomal protein L17, mitochondrial",Mrpl17,20123000
Q9D8S3,ADP-ribosylation factor GTPase-activating protein 3,Arfgap3,15760000
Q9D8S4,"Oligoribonuclease, mitochondrial",Rexo2,115990000
Q9D8S9,BolA-like protein 1,Bola1,101030000
Q9D8T2,Gasdermin-D,Gsdmdc1,184300000
Q9D8T7;Q9D8T7-2,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",Slirp,271560000
Q9D8U3,Endoplasmic reticulum resident protein 27,Erp27,6725300
Q9D8U8,Sorting nexin-5,Snx5,459320000
Q9D8V0-3;Q9D8V0;Q9D8V0-4,Minor histocompatibility antigen H13,Hm13,51734000
Q9D8V7,Signal peptidase complex catalytic subunit SEC11C,Sec11c,5118400
Q9D8W5,26S proteasome non-ATPase regulatory subunit 12,Psmd12,1095700000
Q9D8W7,OCIA domain-containing protein 2,Ociad2,17116000
Q9D8X1,Copper homeostasis protein cutC homolog,Cutc,208860000
Q9D8X2,Coiled-coil domain-containing protein 124,Ccdc124,41215000
Q9D8Y0;Q9D4J1,EF-hand domain-containing protein D2,Efhd2,644890000
Q9D8Y1,Transmembrane protein 126A,Tmem126a,36917000
Q9D8Z1,Activating signal cointegrator 1 complex subunit 1,Ascc1,9662900
Q9D8Z2,TP53-regulated inhibitor of apoptosis 1,Triap1,18882000
Q9D902,General transcription factor IIE subunit 2,Gtf2e2,2581200
Q9D906,Ubiquitin-like modifier-activating enzyme ATG7,Atg7,103630000
Q9D920,Loss of heterozygosity 12 chromosomal region 1 protein homolog,Loh12cr1,7844500
Q9D937,Uncharacterized protein C11orf98 homolog,,3060600
Q9D939,Sulfotransferase 1C2,Sult1c2,93787000
Q9D958,Signal peptidase complex subunit 1,Spcs1,101070000
Q9D964,"Glycine amidinotransferase, mitochondrial",Gatm,104850000
Q9D967,Magnesium-dependent phosphatase 1,Mdp1,203630000
Q9D9T0,DPY30 domain-containing protein 1,Dydc1,33088000
Q9D9V3;Q9D9V3-2,Ethylmalonyl-CoA decarboxylase,Echdc1,1339900000
Q9D9Z5,DET1- and DDB1-associated protein 1,Dda1,4587700
Q9DAA6-2;Q9DAA6,Exosome complex component CSL4,Exosc1,14216000
Q9DAK9,14 kDa phosphohistidine phosphatase,Phpt1,591290000
Q9DAQ5,Uncharacterized protein C17orf98 homolog,,48180000
Q9DAR7,m7GpppX diphosphatase,Dcps,371890000
Q9DAS9,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,Gng12,233480000
Q9DAT5,Mitochondrial tRNA-specific 2-thiouridylase 1,Trmu,8395300
Q9DAU1;Q9DAU1-2,Protein canopy homolog 3,Cnpy3,131520000
Q9DAV9,Trimeric intracellular cation channel type B,Tmem38b,9236600
Q9DAW6,U4/U6 small nuclear ribonucleoprotein Prp4,Prpf4,48227000
Q9DAW9;Q08091-2;Q08091,Calponin-3,Cnn3,804820000
Q9DB05;P28663,Alpha-soluble NSF attachment protein,Napa,527570000
Q9DB15,"39S ribosomal protein L12, mitochondrial",Mrpl12,365750000
Q9DB20,"ATP synthase subunit O, mitochondrial",Atp5o,11675000000
Q9DB25,Dolichyl-phosphate beta-glucosyltransferase,Alg5,28827000
Q9DB26,Phytanoyl-CoA dioxygenase domain-containing protein 1,Phyhd1,700420000
Q9DB27;Q9DB27-2;Q9CQ21,Malignant T-cell-amplified sequence 1;Malignant T-cell-amplified sequence 2,Mcts1;Mcts2,389630000
Q9DB29,Isoamyl acetate-hydrolyzing esterase 1 homolog,Iah1,2747600000
Q9DB30,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Phkg2,96919000
Q9DB34,Charged multivesicular body protein 2a,Chmp2a,106110000
Q9DB60,Prostamide/prostaglandin F synthase,Fam213b,36331000
Q9DB73;Q9DB73-2,NADH-cytochrome b5 reductase 1,Cyb5r1,18260000
Q9DB77,"Cytochrome b-c1 complex subunit 2, mitochondrial",Uqcrc2,12646000000
Q9DBA6,"Peroxisomal leader peptide-processing protease;Peroxisomal leader peptide-processing protease, 10 kDa form;Peroxisomal leader peptide-processing protease, 49 kDa form",Tysnd1,40499000
Q9DBA8,Probable imidazolonepropionase,Amdhd1,8596400000
Q9DBB8,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",Dhdh,3783400000
Q9DBB9,Carboxypeptidase N subunit 2,Cpn2,119800000
Q9DBC0,Selenoprotein O,Selo,427390000
Q9DBC3,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,Cmtr1,44534000
Q9DBC7;P12849,"cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed",Prkar1a,307490000
Q9DBD0,Inhibitor of carbonic anhydrase,Ica,412430000
Q9DBD5,"Proline-, glutamic acid- and leucine-rich protein 1",Pelp1,6568200
Q9DBE0;Q80WP8-2;Q80WP8,Cysteine sulfinic acid decarboxylase,Csad,446810000
Q9DBE8,"Alpha-1,3/1,6-mannosyltransferase ALG2",Alg2,56495000
Q9DBE9,pre-rRNA processing protein FTSJ3,Ftsj3,1744600
Q9DBF1-2;Q9DBF1,Alpha-aminoadipic semialdehyde dehydrogenase,Aldh7a1,14945000000
Q9DBG1,"Sterol 26-hydroxylase, mitochondrial",Cyp27a1,2327800000
Q9DBG3;Q9DBG3-2,AP-2 complex subunit beta,Ap2b1,2408000000
Q9DBG5,Perilipin-3,Plin3,707930000
Q9DBG6,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Rpn2,1222500000
Q9DBG7,Signal recognition particle receptor subunit alpha,Srpr,87471000
Q9DBG9,Tax1-binding protein 3,Tax1bp3,13989000
Q9DBH5,Vesicular integral-membrane protein VIP36,Lman2,707440000
Q9DBJ1,Phosphoglycerate mutase 1,Pgam1,14319000000
Q9DBJ3,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,Baiap2l1,34231000
Q9DBK0,Acyl-coenzyme A thioesterase 12,Acot12,688850000
Q9DBL1,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",Acadsb,1522700000
Q9DBL7,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,Coasy,511390000
Q9DBL9-2;Q9DBL9,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,Abhd5,15467000
Q9DBM2,"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase",Ehhadh,21955000000
Q9DBN1-2;Q9DBN1,,Stra6l,2859900
Q9DBN5;Q9DBN5-2;Q9DBN5-3,"Lon protease homolog 2, peroxisomal",Lonp2,334210000
Q9DBP5,UMP-CMP kinase,Cmpk1,1718600000
Q9DBR0,A-kinase anchor protein 8,Akap8,22959000
Q9DBR1-2;Q9DBR1,5-3 exoribonuclease 2,Xrn2,103450000
Q9DBR3;Q9DBR3-3;Q9DBR3-2,Armadillo repeat-containing protein 8,Armc8,5697000
Q9DBR7-2;Q9DBR7;Q8BG95,Protein phosphatase 1 regulatory subunit 12A,Ppp1r12a,125170000
Q9DBS1,Transmembrane protein 43,Tmem43,61121000
Q9DBS2,Tumor protein p63-regulated gene 1-like protein,Tprg1l,12188000
Q9DBS5;Q91W40;O88448,Kinesin light chain 4,Klc4,252720000
Q9DBT3,Coiled-coil domain-containing protein 97,Ccdc97,1115000
Q9DBT5,AMP deaminase 2,Ampd2,59201000
Q9DBT9,"Dimethylglycine dehydrogenase, mitochondrial",Dmgdh,30261000000
Q9DBU0,Transmembrane 9 superfamily member 1,Tm9sf1,5841600
Q9DBW0,Cytochrome P450 4V2,Cyp4v2,50863000
Q9DBX2,Phosducin-like protein,Pdcl,11219000
Q9DBX3;Q9DBX3-3;Q9DBX3-2,Sushi domain-containing protein 2,Susd2,41826000
Q9DBZ5;Q9DBZ5-2,Eukaryotic translation initiation factor 3 subunit K,Eif3k,242900000
Q9DC16,Endoplasmic reticulum-Golgi intermediate compartment protein 1,Ergic1,63318000
Q9DC23,DnaJ homolog subfamily C member 10,Dnajc10,6361600
Q9DC29,"ATP-binding cassette sub-family B member 6, mitochondrial",Abcb6,6744700
Q9DC50,Peroxisomal carnitine O-octanoyltransferase,Crot,2161600000
Q9DC51,Guanine nucleotide-binding protein G(k) subunit alpha,Gnai3,68036000
Q9DC61,Mitochondrial-processing peptidase subunit alpha,Pmpca,1080700000
Q9DC69,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Ndufa9,1849900000
Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Ndufs7,1373300000
Q9DC71,"28S ribosomal protein S15, mitochondrial",Mrps15,71245000
